,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Points,salary,variance,stdev
368,Rougned Odor,Brian McCann,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.341916667,49400.0,357.471626212,18.9069200615
369,Ian Desmond,Brian McCann,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.340583333,49800.0,314.928907848,17.7462364418
370,Miguel Cabrera,Miguel Sano,Jed Lowrie,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.34025,49200.0,297.060363733,17.2354391802
371,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Jason Kipnis,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.337916667,47900.0,206.180452351,14.3589850738
372,Miguel Cabrera,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Jayson Werth,Bryce Harper,109.33725,49400.0,380.363715308,19.5029155592
373,Miguel Cabrera,Victor Martinez,Jacoby Ellsbury,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.336916667,49800.0,307.81870069,17.544762771
374,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.335583333,49900.0,384.466264981,19.6078113256
375,Miguel Cabrera,Jason Kipnis,George Springer,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.331583333,48500.0,178.068863989,13.3442446017
376,Miguel Cabrera,Victor Martinez,Lonnie Chisenhall,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.33125,49200.0,261.256604191,16.1634341707
377,Carlos Santana,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Daniel Murphy,Bryce Harper,109.329583333,49900.0,377.518863447,19.4298446583
378,Miguel Cabrera,Francisco Lindor,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.328583333,49200.0,265.920721586,16.3070758135
379,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,Jason Kipnis,Rich Hill,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.327916667,49900.0,308.622453541,17.5676536151
380,Troy Tulowitzki,Victor Martinez,Jason Kipnis,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.326583333,48800.0,301.035985185,17.3503886177
381,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.32625,48400.0,333.953233757,18.2743873702
382,Russell Martin,Josh Reddick,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.325916667,48700.0,331.116731878,18.196613198
383,Victor Martinez,Nomar Mazara,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.32525,49400.0,305.591822486,17.4811848136
384,Victor Martinez,Prince Fielder,Miguel Sano,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.324916667,49700.0,280.937540259,16.7611914928
385,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Khris Davis,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.323916667,49400.0,341.365840848,18.4760883535
386,Miguel Cabrera,Victor Martinez,Rougned Odor,Francisco Lindor,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.321583333,49700.0,282.221487852,16.7994490342
387,Miguel Cabrera,Victor Martinez,Jed Lowrie,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.32025,49200.0,322.531822553,17.9591709874
388,Miguel Cabrera,Stephen Vogt,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.319916667,49000.0,324.425670671,18.0118203042
389,Miguel Cabrera,Brian McCann,Jacoby Ellsbury,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.318916667,48500.0,283.483991743,16.8369828575
390,Russell Martin,Miguel Sano,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.318583333,49600.0,303.258986897,17.4143328008
391,Miguel Cabrera,Miguel Sano,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Bryce Harper,109.31825,49500.0,338.093547964,18.3873203041
392,Steven Moya,Edwin Encarnacion,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.317916667,49100.0,292.6424306,17.1067948664
393,Russell Martin,Edwin Encarnacion,Jose Altuve,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.316916667,49800.0,249.104630911,15.7830488471
394,Miguel Cabrera,Victor Martinez,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.315916667,49600.0,215.7821622,14.6895255948
395,Steven Moya,Miguel Cabrera,Victor Martinez,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.315583333,49500.0,244.298172559,15.6300407088
396,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Brian McCann,Jose Altuve,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.314583333,49700.0,220.554282427,14.8510700768
397,Miguel Cabrera,Jurickson Profar,Brian McCann,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.312583333,49400.0,298.432843071,17.2752089154
398,Miguel Cabrera,Victor Martinez,Miguel Sano,Starlin Castro,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.31125,49600.0,307.795440915,17.544099889
399,Carlos Santana,Josh Reddick,Rich Hill,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.310583333,49300.0,320.211507893,17.8944546688
400,Carlos Santana,Brian McCann,Khris Davis,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.30925,49600.0,308.882082973,17.5750414786
401,Troy Tulowitzki,Miguel Cabrera,Rougned Odor,Brian McCann,Rich Hill,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.308583333,49400.0,330.214331878,18.1718004578
402,Rougned Odor,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.30825,49000.0,349.177878874,18.6863019047
403,Miguel Cabrera,Brian McCann,Jose Altuve,Rich Hill,Cody Asche,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.306916667,49800.0,215.579695088,14.6826324305
404,Carlos Beltran,Brian McCann,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.304916667,49500.0,335.200144994,18.3084719459
405,Edwin Encarnacion,Jurickson Profar,Brian McCann,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.304583333,49000.0,290.294421486,17.0380286854
406,Miguel Cabrera,Khris Davis,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.303583333,49700.0,345.067765014,18.5759997043
407,Ian Kinsler,Miguel Cabrera,Nomar Mazara,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.30325,49200.0,295.596183229,17.1929108422
408,Miguel Cabrera,Rougned Odor,Stephen Vogt,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.30225,50000.0,292.38418603,17.0992451889
409,Russell Martin,Miguel Cabrera,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Daniel Murphy,Bryce Harper,109.301916667,49100.0,368.382071916,19.1932819475
410,Miguel Cabrera,Miguel Sano,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,109.301583333,48600.0,323.848342682,17.9957868036
411,Troy Tulowitzki,Edwin Encarnacion,Rougned Odor,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.300583333,49000.0,323.562762521,17.9878504141
412,Edwin Encarnacion,Rougned Odor,Nomar Mazara,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.29925,49600.0,306.779633601,17.5151258517
413,Miguel Sano,Brian McCann,Jed Lowrie,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.298916667,49600.0,323.191141548,17.9775176693
414,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Wilson Ramos,Bryce Harper,109.298583333,49700.0,426.679797269,20.6562290186
415,Ian Kinsler,Miguel Cabrera,Stephen Vogt,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.29825,49200.0,295.807918163,17.1990673632
416,Miguel Cabrera,Brian McCann,Josh Reddick,Carlos Correa,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.297916667,48300.0,210.6878964,14.5150920218
417,Miguel Cabrera,Ian Desmond,Jason Kipnis,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.297583333,49600.0,290.181404725,17.0347117594
418,Miguel Cabrera,Shin-Soo Choo,Francisco Lindor,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.29625,49500.0,254.88371386,15.9650779472
419,Carlos Santana,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,109.295916667,49500.0,378.635324623,19.4585540219
420,Justin Upton,Miguel Cabrera,Victor Martinez,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.294583333,49900.0,352.324193254,18.7703008302
421,Edwin Encarnacion,Rougned Odor,Stephen Vogt,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.29425,49600.0,301.877779561,17.3746303431
422,Miguel Cabrera,Jose Altuve,George Springer,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.293916667,49700.0,145.491016173,12.0619656845
423,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Brian Dozier,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.293583333,49600.0,301.670383639,17.3686609628
424,Troy Tulowitzki,Edwin Encarnacion,Victor Martinez,Jason Kipnis,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.292916667,49800.0,216.283714038,14.7065874369
425,Troy Tulowitzki,Miguel Cabrera,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.292583333,48000.0,292.160357376,17.0926989494
426,Russell Martin,Edwin Encarnacion,George Springer,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.29225,49700.0,229.757853519,15.1577654527
427,Miguel Cabrera,Nomar Mazara,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.29125,48600.0,320.687358612,17.9077457714
428,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.290916667,49700.0,332.890616973,18.2452902683
429,Miguel Cabrera,Victor Martinez,Jason Kipnis,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.289583333,48700.0,277.934711516,16.671374014
430,Miguel Cabrera,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Robinson Cano,Bryce Harper,109.28925,49900.0,400.19367674,20.0048413325
431,Miguel Cabrera,Brian McCann,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,109.288583333,49200.0,232.490334968,15.2476337498
432,Troy Tulowitzki,Miguel Sano,Carlos Santana,Brian McCann,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.285583333,49800.0,327.614943015,18.1001365469
433,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.284583333,47900.0,323.323941415,17.9812107883
434,Russell Martin,Jason Kipnis,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.28425,48200.0,295.289800057,17.1839983722
435,Miguel Cabrera,Victor Martinez,Shin-Soo Choo,Jason Kipnis,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.283583333,49900.0,199.229889563,14.1148818473
436,Edwin Encarnacion,Jason Kipnis,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.28325,49600.0,307.353772203,17.5315079843
437,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Jason Kipnis,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.28225,48900.0,325.936596443,18.0537142008
438,Russell Martin,Miguel Cabrera,Khris Davis,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.281583333,48800.0,279.166398923,16.7082733675
439,Troy Tulowitzki,Miguel Cabrera,Brian McCann,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.280583333,48800.0,237.548793699,15.4126180028
440,Troy Tulowitzki,Miguel Cabrera,Miguel Sano,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.279916667,49900.0,315.680727877,17.7674063351
441,Brian Dozier,Carlos Santana,Brian McCann,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.278916667,49800.0,277.715269747,16.6647913202
442,Ian Kinsler,Miguel Cabrera,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.278583333,49600.0,219.093168291,14.801796117
443,Miguel Cabrera,Jason Kipnis,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.27825,48500.0,284.848188764,16.8774461565
444,Miguel Cabrera,Victor Martinez,Jurickson Profar,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.277583333,49300.0,192.222446361,13.8644309786
445,Miguel Cabrera,Brian McCann,Jason Kipnis,Jacoby Ellsbury,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.27725,48000.0,278.443858765,16.6866371317
446,Justin Upton,Miguel Cabrera,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.276583333,48600.0,299.6112633,17.3092825761
447,Steven Moya,Edwin Encarnacion,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.27625,48600.0,281.893747661,16.7896917084
448,Edwin Encarnacion,Rougned Odor,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.274583333,50000.0,218.601955998,14.7851938099
449,Miguel Cabrera,George Springer,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.27425,49400.0,215.159568557,14.668318532
450,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Rougned Odor,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.273583333,49300.0,234.255639502,15.3054120984
451,Troy Tulowitzki,Victor Martinez,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.26925,49700.0,326.327704847,18.0645427522
452,Carlos Santana,Jason Kipnis,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.268916667,48800.0,299.123498823,17.2951871578
453,Carlos Santana,Brian McCann,Jason Kipnis,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.267583333,49100.0,311.827940881,17.6586505963
454,Edwin Encarnacion,Francisco Lindor,Brian McCann,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.265583333,49800.0,292.6283299,17.106382724
455,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.263916667,50000.0,248.090697867,15.7508951449
456,Shin-Soo Choo,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.263583333,49800.0,300.666393454,17.3397345266
457,Carlos Beltran,Brian McCann,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.26325,49000.0,304.731070947,17.4565480822
458,Miguel Cabrera,Carlos Beltran,Rich Hill,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.261916667,49300.0,285.116312872,16.8853875547
459,Miguel Cabrera,Jason Kipnis,Rich Hill,Cameron Rupp,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.259583333,50000.0,255.467417351,15.9833481271
460,Rougned Odor,Carlos Santana,Brian McCann,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.258916667,49500.0,206.682879994,14.3764696638
461,Russell Martin,Troy Tulowitzki,Miguel Cabrera,Miguel Sano,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.257916667,49000.0,312.259146928,17.6708558629
462,Steven Moya,Miguel Cabrera,Rougned Odor,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.256916667,48100.0,307.078160844,17.5236457635
463,Miguel Cabrera,Brian McCann,Jed Lowrie,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.256583333,48300.0,191.988258965,13.855982786
464,Miguel Cabrera,Brian McCann,Jason Kipnis,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.25625,47800.0,168.444913193,12.9786329478
465,Miguel Cabrera,Miguel Sano,Jed Lowrie,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.255916667,49400.0,291.898535835,17.0850383621
466,Miguel Cabrera,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Wilson Ramos,Bryce Harper,109.25425,49800.0,378.357592356,19.4514162044
467,Victor Martinez,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,109.252583333,50000.0,382.350705283,19.5537900491
468,Edwin Encarnacion,Jason Kipnis,Josh Reddick,Rich Hill,Cameron Rupp,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.251583333,49600.0,247.70822053,15.7387490141
469,Russell Martin,Miguel Cabrera,Brian Dozier,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.25125,49000.0,261.077633668,16.1578969445
470,Troy Tulowitzki,Miguel Cabrera,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.250916667,47500.0,272.776475015,16.515946083
471,Russell Martin,Edwin Encarnacion,Jason Kipnis,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.250583333,49200.0,217.284142237,14.7405611236
472,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Jose Altuve,Rich Hill,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.25025,49900.0,247.019270769,15.7168467184
473,Jose Altuve,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.249916667,49500.0,280.548641217,16.7495862999
474,Prince Fielder,Miguel Sano,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.249583333,49300.0,293.253371114,17.1246422186
475,Miguel Cabrera,Victor Martinez,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,109.247916667,48200.0,320.313009549,17.8972905645
476,Steven Moya,Miguel Cabrera,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.24725,48800.0,314.559903958,17.7358367143
477,Miguel Cabrera,Rougned Odor,Miguel Sano,Brian McCann,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.245583333,49600.0,218.597666756,14.7850487573
478,Victor Martinez,Jed Lowrie,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.24525,49200.0,316.897648851,17.8016192761
479,Stephen Vogt,Josh Reddick,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.244916667,49000.0,341.286618107,18.4739443029
480,Miguel Cabrera,Miguel Sano,Jurickson Profar,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.24425,49300.0,294.671635691,17.1660023212
481,Victor Martinez,Carlos Beltran,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.243916667,50000.0,266.088805948,16.3122287241
482,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,Jose Altuve,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.24225,49500.0,249.167496899,15.7850402882
483,Miguel Cabrera,Victor Martinez,Brett Gardner,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.241583333,49900.0,265.191456942,16.2847000876
